Product ID,Category,Product Name,Stock Quantity,Price,Supplier
53,Automotive,Product 53,122,3846.9097372485608,Supplier 129
54,Books,Product 54,410,1346.5100390769283,Supplier 32
55,Sports Equipment,Product 55,221,2959.285103030669,Supplier 133
56,Home Appliances,Product 56,453,2772.910937390574,Supplier 179
57,Automotive,Product 57,371,267.32574565992553,Supplier 112
58,Sports Equipment,Product 58,72,625.9465954964598,Supplier 189
59,Toys,Product 59,274,1427.5100612115568,Supplier 89
60,Furniture,Product 60,184,1741.5230410284446,Supplier 71
61,Beauty,Product 61,101,184.91089768134313,Supplier 81
62,Groceries,Product 62,154,4742.845004313832,Supplier 110
63,Groceries,Product 63,109,3109.2127874434323,Supplier 179
64,Clothing,Product 64,401,4708.936616960696,Supplier 77
65,Home Appliances,Product 65,191,4852.905157624264,Supplier 39
66,Electronics,Product 66,433,3707.2854269194454,Supplier 132
67,Sports Equipment,Product 67,155,2177.2464942861284,Supplier 174
68,Furniture,Product 68,47,1574.7994840275232,Supplier 142
69,Beauty,Product 69,97,2312.895366650776,Supplier 25
70,Beauty,Product 70,73,4776.6928112954265,Supplier 128
71,Furniture,Product 71,391,1443.2651691430276,Supplier 87
72,Clothing,Product 72,93,3057.7749267942345,Supplier 93
73,Toys,Product 73,307,4517.777203342935,Supplier 182
74,Furniture,Product 74,482,3905.2856067162197,Supplier 48
75,Toys,Product 75,337,3466.439836536524,Supplier 184
76,Electronics,Product 76,468,2727.493867078344,Supplier 21
77,Home Appliances,Product 77,44,3035.973391991139,Supplier 57
78,Books,Product 78,466,1013.4701246981135,Supplier 156
79,Electronics,Product 79,219,951.0966680448348,Supplier 48
80,Furniture,Product 80,379,3145.00610220662,Supplier 176
81,Toys,Product 81,67,2067.0896223051013,Supplier 18
82,Books,Product 82,461,1653.9446430514415,Supplier 137
83,Clothing,Product 83,75,4420.017928318269,Supplier 153
84,Furniture,Product 84,139,3616.7744499578107,Supplier 17
85,Clothing,Product 85,374,304.9554440644038,Supplier 152
86,Toys,Product 86,484,761.8785907765305,Supplier 8
87,Sports Equipment,Product 87,379,29.29508803094404,Supplier 128
88,Electronics,Product 88,192,2205.2304017625947,Supplier 105
89,Automotive,Product 89,240,2467.5548397882435,Supplier 57
90,Groceries,Product 90,467,3180.2227421614043,Supplier 7
91,Electronics,Product 91,390,2660.084965816364,Supplier 54
92,Toys,Product 92,209,2787.577271255646,Supplier 116
93,Automotive,Product 93,23,933.1871291044727,Supplier 38
94,Electronics,Product 94,280,3357.432072645679,Supplier 185
95,Beauty,Product 95,131,2721.7534415438004,Supplier 112
96,Beauty,Product 96,250,696.5880821816654,Supplier 51
97,Sports Equipment,Product 97,414,3396.9404299484063,Supplier 19
98,Furniture,Product 98,348,3085.9404125488954,Supplier 66
99,Automotive,Product 99,401,286.87727907280214,Supplier 120
100,Automotive,Product 100,113,1400.1819231428453,Supplier 10
101,Electronics,Product 101,496,2413.1634541213643,Supplier 31
102,Furniture,Product 102,276,2805.101724893283,Supplier 18
103,Groceries,Product 103,85,4831.52929706839,Supplier 10
104,Toys,Product 104,273,4447.6252407316315,Supplier 161
105,Groceries,Product 105,123,3251.1073366434657,Supplier 195
106,Groceries,Product 106,429,230.7704820858811,Supplier 111
107,Groceries,Product 107,281,2547.694742009363,Supplier 65
108,Furniture,Product 108,210,933.4512909465095,Supplier 196
109,Electronics,Product 109,33,2682.3239917612577,Supplier 5
110,Sports Equipment,Product 110,264,711.1465216233765,Supplier 128
111,Furniture,Product 111,264,4899.618093018629,Supplier 159
112,Toys,Product 112,494,4101.567858457605,Supplier 95
113,Automotive,Product 113,229,1046.5602434159582,Supplier 113
114,Clothing,Product 114,254,976.9153576786384,Supplier 144
115,Automotive,Product 115,263,4486.713360351772,Supplier 141
116,Furniture,Product 116,449,161.17247142564216,Supplier 176
117,Furniture,Product 117,138,1452.829863064997,Supplier 149
118,Sports Equipment,Product 118,67,4048.576204777856,Supplier 52
119,Automotive,Product 119,122,3513.515010768558,Supplier 185
120,Furniture,Product 120,219,1032.2260756913358,Supplier 71
121,Automotive,Product 121,461,2517.3897143887953,Supplier 132
122,Toys,Product 122,463,2604.4221967579324,Supplier 155
123,Automotive,Product 123,427,4574.655185977938,Supplier 19
124,Beauty,Product 124,237,2649.51368863902,Supplier 4
125,Toys,Product 125,448,1604.810397141712,Supplier 126
126,Beauty,Product 126,191,211.66394266514573,Supplier 160
127,Toys,Product 127,99,1353.5443636985997,Supplier 7
128,Beauty,Product 128,301,1477.8189768819063,Supplier 117
129,Clothing,Product 129,350,230.72515720897147,Supplier 184
130,Books,Product 130,369,3375.5134148043007,Supplier 112
131,Groceries,Product 131,349,3813.555479241938,Supplier 42
132,Electronics,Product 132,85,3435.3402592478255,Supplier 120
133,Toys,Product 133,249,190.10483758124656,Supplier 102
134,Furniture,Product 134,418,3358.296221226647,Supplier 79
135,Books,Product 135,252,733.3860415413117,Supplier 109
136,Sports Equipment,Product 136,29,3426.7503451625635,Supplier 85
137,Groceries,Product 137,139,1187.2653207261037,Supplier 46
138,Books,Product 138,299,406.4324474619369,Supplier 80
139,Automotive,Product 139,23,1693.844768222914,Supplier 85
140,Books,Product 140,180,2806.11348932967,Supplier 88
141,Automotive,Product 141,361,3091.4357396038718,Supplier 93
142,Toys,Product 142,357,2454.583946472813,Supplier 176
143,Home Appliances,Product 143,276,1623.9076791565956,Supplier 167
144,Clothing,Product 144,214,2560.772567248921,Supplier 53
145,Furniture,Product 145,290,618.5308706736274,Supplier 18
146,Home Appliances,Product 146,191,3040.46066185985,Supplier 160
147,Electronics,Product 147,227,1501.1450632220806,Supplier 194
148,Home Appliances,Product 148,101,4430.280500582896,Supplier 113
149,Clothing,Product 149,47,3428.8340208813547,Supplier 112
150,Home Appliances,Product 150,156,4184.446325703585,Supplier 21
151,Automotive,Product 151,334,722.5594338800142,Supplier 171
152,Sports Equipment,Product 152,457,4904.253578529089,Supplier 93
153,Clothing,Product 153,435,188.75032011377215,Supplier 21
154,Groceries,Product 154,409,1960.3976102007784,Supplier 164
155,Beauty,Product 155,460,3809.4479799995065,Supplier 73
156,Books,Product 156,390,1412.4754868256164,Supplier 148
157,Sports Equipment,Product 157,60,3357.3295588989013,Supplier 65
158,Clothing,Product 158,341,1982.486355358403,Supplier 108
159,Electronics,Product 159,282,523.1975852812391,Supplier 19
160,Electronics,Product 160,245,798.706781623275,Supplier 66
161,Sports Equipment,Product 161,237,3370.6802489237434,Supplier 80
162,Groceries,Product 162,38,4813.690390997448,Supplier 156
163,Sports Equipment,Product 163,29,4566.494583875448,Supplier 70
164,Sports Equipment,Product 164,412,2855.426092076696,Supplier 15
165,Electronics,Product 165,282,3909.2589498413936,Supplier 118
166,Beauty,Product 166,492,917.7185870358982,Supplier 5
167,Electronics,Product 167,325,4510.65443660002,Supplier 163
168,Sports Equipment,Product 168,134,385.828171736271,Supplier 4
169,Home Appliances,Product 169,456,730.8452250092475,Supplier 71
170,Sports Equipment,Product 170,121,4400.334850845133,Supplier 89
171,Furniture,Product 171,35,2610.4856505203147,Supplier 17
172,Furniture,Product 172,193,2960.806220957034,Supplier 178
173,Groceries,Product 173,484,3639.988986994681,Supplier 59
174,Groceries,Product 174,29,1521.7202930891297,Supplier 47
175,Beauty,Product 175,104,4969.004320848711,Supplier 1
176,Sports Equipment,Product 176,106,4945.219083598083,Supplier 117
177,Furniture,Product 177,145,2989.99475779907,Supplier 178
178,Clothing,Product 178,126,2228.6087986580683,Supplier 193
179,Groceries,Product 179,87,4571.181331801736,Supplier 122
180,Furniture,Product 180,311,822.0894488195801,Supplier 165
181,Beauty,Product 181,173,1719.7447464564573,Supplier 164
182,Home Appliances,Product 182,386,1556.7040212639934,Supplier 109
183,Groceries,Product 183,259,2548.6007922867534,Supplier 84
184,Home Appliances,Product 184,165,4009.2866118670713,Supplier 89
185,Electronics,Product 185,141,4270.410874812212,Supplier 40
186,Clothing,Product 186,474,3783.7042709086377,Supplier 63
187,Books,Product 187,113,2361.4315402977095,Supplier 34
188,Groceries,Product 188,221,2456.98672326423,Supplier 109
189,Beauty,Product 189,352,3542.741373668356,Supplier 195
190,Toys,Product 190,349,2781.61633000583,Supplier 113
191,Electronics,Product 191,105,117.69395460124143,Supplier 113
192,Furniture,Product 192,238,1860.6752557661341,Supplier 47
193,Beauty,Product 193,177,4763.982180939402,Supplier 149
194,Books,Product 194,470,4198.6317901156535,Supplier 38
195,Automotive,Product 195,452,3409.900821616994,Supplier 69
196,Home Appliances,Product 196,303,776.0959801508808,Supplier 87
197,Books,Product 197,453,4300.215879288535,Supplier 120
198,Books,Product 198,233,506.479542013526,Supplier 5
199,Beauty,Product 199,191,1403.7473065349818,Supplier 3
200,Clothing,Product 200,301,1398.9476037716895,Supplier 36
201,Home Appliances,Product 201,127,2695.578878817384,Supplier 100
202,Automotive,Product 202,405,4359.707796821038,Supplier 102
203,Sports Equipment,Product 203,432,2716.7057505675034,Supplier 135
204,Beauty,Product 204,487,4885.851213306261,Supplier 47
205,Beauty,Product 205,431,303.9471052953354,Supplier 39
206,Home Appliances,Product 206,202,266.96697003186875,Supplier 71
207,Furniture,Product 207,35,1092.4746155854389,Supplier 38
208,Books,Product 208,49,3096.0930834067026,Supplier 60
209,Beauty,Product 209,94,544.8186998928337,Supplier 80
210,Home Appliances,Product 210,125,3123.4925893235027,Supplier 83
211,Groceries,Product 211,179,1828.782875260627,Supplier 187
212,Groceries,Product 212,381,122.8330743819723,Supplier 184
213,Groceries,Product 213,86,2910.5122047573745,Supplier 145
214,Home Appliances,Product 214,249,2803.544663248925,Supplier 93
215,Furniture,Product 215,13,2224.563888115914,Supplier 100
216,Home Appliances,Product 216,375,4245.515217609756,Supplier 192
217,Electronics,Product 217,262,3130.7067704107185,Supplier 136
218,Automotive,Product 218,341,2314.288593642352,Supplier 91
219,Automotive,Product 219,265,3892.8661515953945,Supplier 141
220,Automotive,Product 220,114,1392.13402203557,Supplier 27
221,Beauty,Product 221,216,1759.7968761836867,Supplier 162
222,Beauty,Product 222,108,2192.7292703493436,Supplier 106
223,Electronics,Product 223,292,1540.6258822537602,Supplier 189
224,Toys,Product 224,470,1810.1414009582222,Supplier 194
225,Electronics,Product 225,425,2096.1030524709017,Supplier 50
226,Automotive,Product 226,270,3038.5957732589554,Supplier 186
227,Toys,Product 227,270,1868.8102928966427,Supplier 183
228,Beauty,Product 228,255,4257.942692625533,Supplier 189
229,Automotive,Product 229,30,4213.882576536492,Supplier 101
230,Home Appliances,Product 230,8,99.92080101552008,Supplier 25
231,Clothing,Product 231,121,4592.928852841655,Supplier 193
232,Books,Product 232,479,3930.9062622661227,Supplier 188
233,Groceries,Product 233,208,1365.5036376761827,Supplier 94
234,Sports Equipment,Product 234,262,3890.9559000353156,Supplier 170
235,Beauty,Product 235,309,4437.1783418961495,Supplier 100
236,Toys,Product 236,269,265.2405350552147,Supplier 157
237,Groceries,Product 237,137,3197.544627551995,Supplier 177
238,Groceries,Product 238,361,346.63128591693527,Supplier 67
239,Sports Equipment,Product 239,140,1589.8721348274325,Supplier 150
240,Automotive,Product 240,196,4364.335833730356,Supplier 158
241,Electronics,Product 241,170,1238.316124865116,Supplier 64
242,Home Appliances,Product 242,441,2572.172681808057,Supplier 60
243,Beauty,Product 243,123,1344.3890617207476,Supplier 199
244,Clothing,Product 244,282,816.8183244802735,Supplier 142
245,Groceries,Product 245,365,1771.540794138732,Supplier 193
246,Automotive,Product 246,361,4495.869360465875,Supplier 182
247,Automotive,Product 247,376,3041.2592429915508,Supplier 125
248,Beauty,Product 248,175,2229.447193293867,Supplier 130
249,Sports Equipment,Product 249,21,4715.913193506346,Supplier 6
250,Sports Equipment,Product 250,249,4217.026254508153,Supplier 29
251,Electronics,Product 251,419,1890.247430797453,Supplier 127
252,Clothing,Product 252,389,1686.9796709134553,Supplier 162
253,Toys,Product 253,273,2400.698639517011,Supplier 89
254,Home Appliances,Product 254,49,4482.95812320005,Supplier 59
255,Electronics,Product 255,100,3245.292639378381,Supplier 33
256,Automotive,Product 256,274,198.7845120559907,Supplier 39
257,Toys,Product 257,194,4497.404716159229,Supplier 35
258,Books,Product 258,49,2935.3967567504974,Supplier 157
259,Toys,Product 259,88,2584.860166621278,Supplier 187
260,Home Appliances,Product 260,235,4274.907890519092,Supplier 106
261,Books,Product 261,262,2070.7847689256405,Supplier 170
262,Sports Equipment,Product 262,167,1728.739683616126,Supplier 114
263,Electronics,Product 263,9,4898.461074959907,Supplier 98
264,Clothing,Product 264,157,585.2734404655972,Supplier 164
265,Groceries,Product 265,349,1454.312404850429,Supplier 14
266,Sports Equipment,Product 266,34,4095.808511248119,Supplier 146
267,Home Appliances,Product 267,175,1778.1477324968482,Supplier 35
268,Home Appliances,Product 268,304,2773.6734094173285,Supplier 97
269,Clothing,Product 269,411,325.969968892392,Supplier 148
270,Home Appliances,Product 270,157,3830.3043412284133,Supplier 161
271,Electronics,Product 271,337,1183.8150967497927,Supplier 117
272,Toys,Product 272,193,470.502739529112,Supplier 72
273,Electronics,Product 273,295,3157.9535038777167,Supplier 125
274,Books,Product 274,435,4472.443122078361,Supplier 78
275,Clothing,Product 275,54,3703.2221542584293,Supplier 29
276,Sports Equipment,Product 276,44,2624.3308518787576,Supplier 171
277,Automotive,Product 277,176,1415.9988655960728,Supplier 83
278,Home Appliances,Product 278,485,1042.7456038312991,Supplier 85
279,Toys,Product 279,341,4685.647725627969,Supplier 5
280,Groceries,Product 280,229,4585.310108471114,Supplier 128
281,Sports Equipment,Product 281,206,600.0548597552657,Supplier 3
282,Groceries,Product 282,198,4433.308625950006,Supplier 94
283,Clothing,Product 283,190,3932.1569826800683,Supplier 160
284,Toys,Product 284,349,479.7241441185167,Supplier 167
285,Sports Equipment,Product 285,402,1276.4729868838183,Supplier 158
286,Clothing,Product 286,479,3686.5405200870296,Supplier 52
287,Home Appliances,Product 287,320,1558.0583866693257,Supplier 61
288,Toys,Product 288,200,359.6623772621908,Supplier 92
289,Automotive,Product 289,181,4730.433821706375,Supplier 21
290,Beauty,Product 290,125,3147.9490581636833,Supplier 92
291,Home Appliances,Product 291,366,1185.9134875891596,Supplier 136
292,Electronics,Product 292,224,3932.0890272040224,Supplier 169
293,Furniture,Product 293,149,2025.276855258652,Supplier 172
294,Books,Product 294,247,3173.5048380078138,Supplier 120
295,Automotive,Product 295,298,3108.870839674661,Supplier 16
296,Toys,Product 296,474,216.68355426443463,Supplier 38
297,Home Appliances,Product 297,346,2082.1040013642632,Supplier 130
298,Books,Product 298,177,4279.83695945605,Supplier 77
299,Toys,Product 299,414,79.66568739576334,Supplier 192
300,Electronics,Product 300,14,4614.09233747103,Supplier 74
301,Toys,Product 301,475,1687.1103070524869,Supplier 88
302,Furniture,Product 302,194,20.279810931223928,Supplier 106
303,Sports Equipment,Product 303,307,1111.3249542554497,Supplier 26
304,Electronics,Product 304,80,4156.472774514121,Supplier 12
305,Clothing,Product 305,368,73.1870115663234,Supplier 125
306,Electronics,Product 306,310,403.9535064113143,Supplier 200
307,Clothing,Product 307,131,3322.5042498419984,Supplier 186
308,Books,Product 308,5,3825.691309772989,Supplier 52
309,Beauty,Product 309,456,3606.5105682514554,Supplier 117
310,Groceries,Product 310,156,2540.0841155452285,Supplier 51
311,Clothing,Product 311,152,446.0639939884855,Supplier 46
312,Furniture,Product 312,160,418.2138559319767,Supplier 132
313,Furniture,Product 313,159,2405.7475089025156,Supplier 96
314,Clothing,Product 314,390,259.1225770223523,Supplier 72
315,Furniture,Product 315,121,3381.435955904448,Supplier 39
316,Clothing,Product 316,72,3417.224723615708,Supplier 192
317,Books,Product 317,206,2632.7348213237437,Supplier 87
318,Clothing,Product 318,92,3606.4114770887168,Supplier 8
319,Home Appliances,Product 319,222,496.9067921751865,Supplier 31
320,Toys,Product 320,393,484.1025465071502,Supplier 146
321,Furniture,Product 321,89,2696.4701034742934,Supplier 60
322,Automotive,Product 322,470,3819.5139176200632,Supplier 151
323,Books,Product 323,163,1536.0131702665283,Supplier 174
324,Beauty,Product 324,94,488.6660843278706,Supplier 76
325,Electronics,Product 325,116,2118.7964542324403,Supplier 64
326,Groceries,Product 326,27,2750.652191233586,Supplier 106
327,Electronics,Product 327,486,787.7294174031922,Supplier 146
328,Sports Equipment,Product 328,297,3759.3692607314347,Supplier 25
329,Home Appliances,Product 329,334,2660.8902548131,Supplier 165
330,Automotive,Product 330,164,849.0917734874669,Supplier 50
331,Furniture,Product 331,180,3299.0415635729364,Supplier 55
332,Beauty,Product 332,104,3298.5859067697834,Supplier 19
333,Toys,Product 333,156,1694.8754296421994,Supplier 45
334,Toys,Product 334,470,2501.005246666737,Supplier 135
335,Automotive,Product 335,49,2696.254136674736,Supplier 69
336,Toys,Product 336,368,4682.562036110785,Supplier 186
337,Beauty,Product 337,163,1709.95929784741,Supplier 133
338,Home Appliances,Product 338,281,3169.9939162331834,Supplier 188
339,Home Appliances,Product 339,475,3295.5431357064344,Supplier 130
340,Automotive,Product 340,228,3360.589915160571,Supplier 117
341,Automotive,Product 341,176,2282.3440661391214,Supplier 118
342,Sports Equipment,Product 342,439,4836.3826471079665,Supplier 182
343,Beauty,Product 343,358,4866.59620184072,Supplier 131
344,Beauty,Product 344,404,3403.7279219590628,Supplier 155
345,Beauty,Product 345,454,599.9737991631347,Supplier 91
346,Beauty,Product 346,315,3475.2148581177066,Supplier 197
347,Toys,Product 347,436,2855.818662408927,Supplier 7
348,Clothing,Product 348,127,3347.8671026788807,Supplier 52
349,Home Appliances,Product 349,435,2612.8882669773234,Supplier 125
350,Beauty,Product 350,497,3986.460489481314,Supplier 115
351,Electronics,Product 351,256,4733.384200800084,Supplier 51
352,Automotive,Product 352,331,1644.4098323253693,Supplier 151
353,Automotive,Product 353,32,4683.707216491519,Supplier 97
354,Groceries,Product 354,63,1686.0590418399033,Supplier 9
355,Groceries,Product 355,368,4996.411371473538,Supplier 161
356,Groceries,Product 356,237,3824.1810101794385,Supplier 141
357,Clothing,Product 357,264,1557.0041735893906,Supplier 116
358,Toys,Product 358,368,2682.1187391819967,Supplier 167
359,Automotive,Product 359,242,975.5732312895097,Supplier 189
360,Sports Equipment,Product 360,134,3179.0490505536213,Supplier 115
361,Sports Equipment,Product 361,11,3188.9792365092485,Supplier 122
362,Automotive,Product 362,344,4259.1257735851905,Supplier 86
363,Books,Product 363,169,112.82783745235515,Supplier 66
364,Furniture,Product 364,33,546.1348713682654,Supplier 155
365,Clothing,Product 365,204,4507.811770789236,Supplier 41
366,Groceries,Product 366,453,3787.702168391606,Supplier 22
367,Electronics,Product 367,53,2336.111691579759,Supplier 96
368,Groceries,Product 368,99,726.7539269650151,Supplier 88
369,Furniture,Product 369,349,229.9272098988132,Supplier 80
370,Books,Product 370,475,701.7087798774671,Supplier 7
371,Clothing,Product 371,231,2569.918203051844,Supplier 102
372,Groceries,Product 372,52,858.3970830167618,Supplier 148
373,Groceries,Product 373,193,3370.0146850531387,Supplier 149
374,Furniture,Product 374,10,2581.502527298264,Supplier 26
375,Groceries,Product 375,33,1427.3386135462138,Supplier 194
376,Furniture,Product 376,309,2941.1958805286336,Supplier 5
377,Electronics,Product 377,203,2336.4368906148648,Supplier 170
378,Home Appliances,Product 378,345,65.7231309083624,Supplier 65
379,Groceries,Product 379,208,3464.089059655648,Supplier 187
380,Furniture,Product 380,176,3306.219574773333,Supplier 42
381,Automotive,Product 381,203,3257.012050623083,Supplier 133
382,Books,Product 382,272,4375.412360670714,Supplier 151
383,Toys,Product 383,315,2943.006365072938,Supplier 106
384,Clothing,Product 384,190,2310.7870691452636,Supplier 90
385,Home Appliances,Product 385,341,4014.2447450057234,Supplier 28
386,Furniture,Product 386,299,2743.2317472758687,Supplier 15
387,Books,Product 387,99,2061.832218473331,Supplier 90
388,Furniture,Product 388,173,1872.5145246611537,Supplier 61
389,Books,Product 389,111,3606.5975716570474,Supplier 61
390,Automotive,Product 390,23,3819.1145332354017,Supplier 34
391,Furniture,Product 391,82,499.65039484541245,Supplier 109
392,Clothing,Product 392,286,627.501238191055,Supplier 105
393,Furniture,Product 393,131,1934.974441241321,Supplier 50
394,Groceries,Product 394,135,3885.866192124211,Supplier 177
395,Beauty,Product 395,105,604.1386422021388,Supplier 38
396,Sports Equipment,Product 396,438,4603.129268252706,Supplier 81
397,Clothing,Product 397,289,1001.8893851540978,Supplier 85
398,Toys,Product 398,284,1877.4010239065292,Supplier 105
399,Sports Equipment,Product 399,48,2637.275392274117,Supplier 10
400,Furniture,Product 400,430,4854.00194475144,Supplier 168
401,Furniture,Product 401,261,1989.6393690152297,Supplier 26
402,Beauty,Product 402,179,1055.0393746179523,Supplier 91
403,Groceries,Product 403,117,2111.705265937671,Supplier 144
404,Electronics,Product 404,270,3030.422595507238,Supplier 52
405,Beauty,Product 405,344,4339.370250485679,Supplier 81
406,Sports Equipment,Product 406,378,4705.548205224585,Supplier 39
407,Electronics,Product 407,267,2458.941302122606,Supplier 30
408,Beauty,Product 408,9,2646.59033126987,Supplier 46
409,Toys,Product 409,388,1009.0562484793404,Supplier 15
410,Groceries,Product 410,300,4432.7535037534635,Supplier 161
411,Furniture,Product 411,25,3970.455928899054,Supplier 194
412,Groceries,Product 412,383,1257.2750941406919,Supplier 11
413,Automotive,Product 413,381,3135.7637648887,Supplier 55
414,Home Appliances,Product 414,284,2748.836377565256,Supplier 49
415,Books,Product 415,456,3312.1608410839317,Supplier 124
416,Electronics,Product 416,365,1147.5495350003603,Supplier 88
417,Groceries,Product 417,14,4135.168377053692,Supplier 101
418,Beauty,Product 418,15,4317.337835120037,Supplier 19
419,Sports Equipment,Product 419,466,1113.259138070622,Supplier 79
420,Books,Product 420,15,1243.435461709184,Supplier 134
421,Clothing,Product 421,1,4451.1133300817455,Supplier 102
422,Sports Equipment,Product 422,480,2920.9242120844838,Supplier 170
423,Groceries,Product 423,390,4391.224144990815,Supplier 168
424,Automotive,Product 424,45,653.9162682661113,Supplier 98
425,Electronics,Product 425,140,4002.719243225561,Supplier 126
426,Groceries,Product 426,71,1984.5975566036618,Supplier 153
427,Clothing,Product 427,85,3134.2417346386715,Supplier 119
428,Beauty,Product 428,426,699.8623662368502,Supplier 141
429,Beauty,Product 429,141,4671.836397730162,Supplier 52
430,Books,Product 430,470,3456.412496397963,Supplier 159
431,Beauty,Product 431,175,3863.676094923967,Supplier 26
432,Furniture,Product 432,235,119.87418343192616,Supplier 45
433,Clothing,Product 433,151,3330.6822413256605,Supplier 150
434,Groceries,Product 434,305,3126.144147043511,Supplier 56
435,Books,Product 435,316,2861.411525737584,Supplier 117
436,Home Appliances,Product 436,82,1990.4995209927072,Supplier 48
437,Automotive,Product 437,403,3047.7858318458784,Supplier 35
438,Beauty,Product 438,369,3129.648043753502,Supplier 177
439,Electronics,Product 439,408,3414.8742648920343,Supplier 143
440,Sports Equipment,Product 440,193,1249.4465108963154,Supplier 163
441,Electronics,Product 441,12,2882.5693973954258,Supplier 60
442,Sports Equipment,Product 442,207,2325.881456494968,Supplier 162
443,Electronics,Product 443,91,2833.8593132494593,Supplier 105
444,Clothing,Product 444,122,3036.060560361574,Supplier 8
445,Automotive,Product 445,332,564.8652811038858,Supplier 124
446,Automotive,Product 446,292,3450.696062401346,Supplier 195
447,Books,Product 447,463,4555.261947399078,Supplier 117
448,Groceries,Product 448,315,4929.487246897996,Supplier 34
449,Electronics,Product 449,250,3375.7835587347117,Supplier 62
450,Beauty,Product 450,198,4833.3140287101,Supplier 55
451,Furniture,Product 451,390,3708.1671597384466,Supplier 193
452,Home Appliances,Product 452,447,2839.89608796226,Supplier 15
453,Books,Product 453,20,3654.258968814238,Supplier 66
454,Sports Equipment,Product 454,482,448.9826569778218,Supplier 56
455,Books,Product 455,240,3032.647849398766,Supplier 144
456,Groceries,Product 456,56,3832.5655805708084,Supplier 143
457,Automotive,Product 457,293,2777.9287175558184,Supplier 156
458,Books,Product 458,311,397.6365571511278,Supplier 40
459,Home Appliances,Product 459,374,867.6783408186785,Supplier 67
460,Clothing,Product 460,426,2480.0800795223663,Supplier 98
461,Home Appliances,Product 461,475,2255.720587150364,Supplier 196
462,Automotive,Product 462,245,4183.339803693342,Supplier 75
463,Clothing,Product 463,78,3736.622362687007,Supplier 48
464,Books,Product 464,88,298.38331738597293,Supplier 4
465,Clothing,Product 465,237,3238.938289416497,Supplier 143
466,Toys,Product 466,368,3515.796202725236,Supplier 64
467,Electronics,Product 467,148,3173.0040726787884,Supplier 140
468,Beauty,Product 468,265,1785.8014960645291,Supplier 187
469,Electronics,Product 469,323,555.6324261889966,Supplier 177
470,Books,Product 470,339,4648.231901740244,Supplier 149
471,Groceries,Product 471,213,2522.098806714774,Supplier 197
